400 4 5
0.182957 0.629167 0.263158 0.431078 
0.967419 0.591667 0.776942 0.055138 
0.120301 0.180833 0.659148 0.125313 
0.453634 0.388333 0.889724 0.759399 
0.443609 0.363333 0.253133 0.197995 
0.142857 0.661667 0.308271 0.075188 
0.401003 0.047500 0.248120 0.488722 
0.263159 0.278333 0.548872 0.716792 
0.042607 0.340833 0.433584 0.040100 
0.370927 0.150000 0.473684 0.789474 
0.644110 0.255833 0.315789 0.155388 
0.395990 0.025000 0.503759 0.042607 
0.070176 0.801667 0.573935 0.691729 
0.761904 0.892500 0.518797 0.812030 
0.060150 0.017500 0.293233 0.050125 
0.180451 0.649167 0.203008 0.295739 
0.829574 0.779167 0.456140 0.541353 
0.017544 0.057500 0.220551 0.776942 
0.466166 0.117500 0.541353 0.879699 
0.278196 0.862500 0.932331 0.864662 
0.345864 0.065000 0.964912 0.791980 
0.050126 0.754167 0.521303 0.481203 
0.383459 0.485833 0.062657 0.280702 
0.100250 0.664167 0.240602 0.689223 
0.518797 0.905000 0.576441 0.536341 
0.478697 0.228333 0.215539 0.932331 
0.255639 0.042500 0.448622 0.786967 
0.852130 0.734167 0.989975 0.669173 
0.646617 0.549167 0.794486 0.378446 
0.576441 0.092500 0.150376 0.273183 
0.987469 0.769167 0.260652 0.305764 
0.192983 0.719167 0.849624 0.679198 
0.804511 0.890000 0.330827 0.375940 
0.997494 0.215833 0.085213 0.766917 
0.521303 0.872500 0.406015 0.887218 
0.974937 0.315833 0.047619 0.586466 
0.721804 0.107500 0.987469 0.077694 
0.536341 0.977500 0.127820 0.624060 
0.676691 0.022500 0.365915 0.285714 
0.977444 0.867500 0.736842 0.293233 
0.573934 0.310833 0.756892 0.546366 
0.992481 0.105000 0.746867 0.857143 
0.238096 0.168333 0.807018 0.629073 
0.315790 0.305833 0.679198 0.751880 
0.090226 0.932500 0.734336 0.756892 
0.441103 0.744167 0.210526 0.330827 
0.799499 0.448333 0.042607 0.035088 
0.456140 0.666667 0.909774 0.373434 
0.812030 0.265833 0.568922 0.496241 
0.358396 0.639167 0.551378 0.313283 
0.614036 0.676667 0.726817 0.919799 
0.937343 0.900000 0.057644 0.260652 
0.593984 0.350833 0.055138 0.205514 
0.102757 0.975000 0.466165 0.045113 
0.330827 0.930000 0.531328 0.002506 
0.541353 0.910000 0.025063 0.461153 
0.917293 0.701667 0.817043 0.929825 
0.604010 0.646667 0.152882 0.626566 
0.877193 0.002500 0.631579 0.027569 
0.140351 0.335833 0.180451 0.150376 
0.706767 0.887500 0.443609 0.140351 
0.438597 0.596667 0.020050 0.463659 
0.952381 0.694167 0.000000 0.323308 
0.669173 0.997500 0.182957 0.749373 
0.781954 0.318333 0.711779 0.508772 
0.571429 0.200833 0.646617 0.090226 
0.716791 0.791667 0.147870 0.601504 
0.606516 0.821667 0.869674 0.220551 
0.751880 0.147500 0.428571 0.548872 
0.538847 0.110000 0.508772 0.355890 
0.528821 0.631667 0.962406 0.939850 
0.639097 0.280833 0.115288 0.007519 
0.275689 0.756667 0.270677 0.225564 
0.032581 0.218333 0.967419 0.616541 
0.839599 0.907500 0.598997 0.253133 
0.175439 0.453333 0.275689 0.644110 
0.556391 0.534167 0.614035 0.721804 
0.020050 0.445833 0.137845 0.017544 
0.962406 0.837500 0.824561 0.862155 
0.922306 0.095000 0.340852 0.471178 
0.741854 0.766667 0.656642 0.837093 
0.298246 0.475833 0.295739 0.383459 
0.228070 0.784167 0.218045 0.694236 
0.047619 0.809167 0.904762 0.345865 
0.205514 0.490833 0.694236 0.032581 
0.273183 0.826667 0.132832 0.794486 
0.789474 0.811667 0.661654 0.543860 
0.112781 0.651667 0.744361 0.977444 
0.285714 0.574167 0.360902 0.263158 
0.308270 0.253333 0.355890 0.646617 
0.498747 0.157500 0.992481 0.566416 
0.283209 0.957500 0.721804 0.553885 
0.170426 0.050000 0.606516 0.398496 
0.756893 0.385833 0.305764 0.944862 
0.325814 0.425833 0.107769 0.661654 
0.378446 0.338333 0.280702 0.358396 
0.117794 0.070000 0.533835 0.704261 
0.699249 0.831667 0.802005 0.340852 
0.679199 0.298333 0.501253 0.739348 
0.418546 0.714167 0.195489 0.145363 
0.609023 0.594167 0.994987 0.142857 
0.834587 0.470833 0.666667 0.000000 
0.654136 0.524167 0.230576 0.877193 
0.927319 0.925000 0.754386 0.533835 
0.185464 0.541667 0.997494 0.598998 
0.957393 0.488333 0.323308 0.639098 
0.065163 0.566667 0.223058 0.954887 
0.055137 0.248333 0.771930 0.576441 
0.436090 0.985000 0.862155 0.318296 
0.481203 0.040000 0.877193 0.228070 
0.137844 0.679167 0.571429 0.709273 
0.220551 0.007500 0.829574 0.967419 
0.360903 0.085000 0.488722 0.511278 
0.197994 0.395833 0.383459 0.180451 
0.714286 0.987500 0.017544 0.235589 
0.691730 0.468333 0.100251 0.240602 
0.802006 0.636667 0.556391 0.516291 
0.862156 0.383333 0.526316 0.746867 
0.105263 0.776667 0.388471 0.696742 
0.125313 0.250833 0.288221 0.115288 
0.421053 0.571667 0.751880 0.822055 
0.661654 0.601667 0.578947 0.423559 
0.546366 0.062500 0.418546 0.764411 
0.724311 0.945000 0.934837 0.804511 
0.416040 0.709167 0.917293 0.942356 
0.067669 0.493333 0.892231 0.754386 
0.010026 0.559167 0.852130 0.493734 
0.969924 0.183333 0.844612 0.558897 
0.130326 0.100000 0.162907 0.974937 
0.288220 0.393333 0.834586 0.192982 
0.849624 0.806667 0.724311 0.195489 
0.265664 0.865000 0.082707 0.393484 
0.353383 0.581667 0.172932 0.641604 
0.448621 0.950000 0.887218 0.924812 
0.636591 0.569167 0.370927 0.521303 
0.681704 0.902500 0.944862 0.065163 
0.305764 0.313333 0.097744 0.175439 
0.162907 0.188333 0.729323 0.315789 
0.147870 0.641667 0.102757 0.137845 
0.671679 0.295833 0.684211 0.947368 
0.626566 0.102500 0.912281 0.817043 
0.210526 0.551667 0.310777 0.729323 
0.686717 0.423333 0.343358 0.744361 
0.543860 0.290833 0.313283 0.248120 
0.726817 0.870000 0.010025 0.025063 
0.949874 0.175833 0.318296 0.664160 
0.433584 0.127500 0.528822 0.157895 
0.135339 0.759167 0.165414 0.869674 
0.503760 0.403333 0.506266 0.538847 
0.568923 0.185833 0.972431 0.308271 
0.979950 0.165000 0.731830 0.268170 
0.794486 0.706667 0.050125 0.982456 
0.734336 0.087500 0.491228 0.265664 
0.318296 0.877500 0.170426 0.067669 
0.817043 0.082500 0.187970 0.513784 
0.776943 0.749167 0.814536 0.839599 
0.807017 0.433333 0.398496 0.095238 
0.819549 0.751667 0.250627 0.987469 
0.072681 0.233333 0.982456 0.428571 
0.082707 0.400833 0.255639 0.300752 
0.087720 0.405833 0.709273 0.030075 
0.458647 0.604167 0.290727 0.160401 
0.052631 0.030000 0.799499 0.563910 
0.842106 0.561667 0.699248 0.989975 
0.473684 0.516667 0.952381 0.847118 
0.172933 0.137500 0.882206 0.491228 
0.375940 0.644167 0.037594 0.884712 
0.040100 0.155000 0.626566 0.636592 
0.280701 0.303333 0.819549 0.020050 
0.884711 0.634167 0.155388 0.934837 
0.368421 0.819167 0.621554 0.388471 
0.300751 0.781667 0.463659 0.468672 
0.157894 0.659167 0.032581 0.433584 
0.696741 0.671667 0.558897 0.741855 
0.496240 0.514167 0.117794 0.370927 
0.624060 0.260833 0.328321 0.421053 
0.260651 0.408333 0.641604 0.922306 
0.902256 0.947500 0.696742 0.167920 
0.508771 0.027500 0.929825 0.892231 
0.892230 0.654167 0.704261 0.275689 
0.122807 0.145000 0.368421 0.426065 
0.127820 0.230833 0.087719 0.177945 
0.190476 0.210833 0.067669 0.959900 
0.390977 0.845000 0.416040 0.255639 
0.200501 0.398333 0.130326 0.573935 
0.230577 0.895000 0.701754 0.842105 
0.591479 0.135000 0.325815 0.952381 
0.468671 0.880000 0.363409 0.528822 
0.408521 0.506667 0.676692 0.498747 
0.924811 0.300833 0.350877 0.526316 
0.027569 0.245833 0.478697 0.912281 
0.493734 0.240833 0.543860 0.784461 
0.203007 0.000000 0.586466 0.902256 
0.486216 0.410833 0.345865 0.365915 
0.701754 0.132500 0.974937 0.551378 
0.406016 0.501667 0.949875 0.611529 
0.689223 0.190833 0.827068 0.889724 
0.771930 0.554167 0.741855 0.258145 
0.736841 0.990000 0.691729 0.390977 
0.491229 0.380833 0.007519 0.917293 
0.030076 0.556667 0.411028 0.531328 
0.989974 0.982500 0.977444 0.080201 
0.215539 0.115000 0.436090 0.581454 
0.784461 0.606667 0.809524 0.443609 
0.423559 0.373333 0.609023 0.245614 
0.947369 0.010000 0.471178 0.436090 
0.293233 0.794167 0.303258 0.062657 
0.731830 0.268333 0.413534 0.466165 
0.586466 0.193333 0.681704 0.278195 
0.488721 0.478333 0.338346 0.832080 
0.243107 0.882500 0.546366 0.771930 
0.994987 0.450833 0.431078 0.734336 
0.451127 0.796667 0.654135 0.591479 
0.152883 0.285833 0.167920 0.656642 
0.012531 0.616667 0.832080 0.949875 
0.859649 0.360833 0.781955 0.320802 
0.195489 0.696667 0.446115 0.852130 
0.338346 0.325833 0.125313 0.441103 
0.847117 0.842500 0.857143 0.774436 
0.007519 0.035000 0.739348 0.834586 
0.235589 0.589167 0.789474 0.453634 
0.365914 0.940000 0.669173 0.997494 
0.621554 0.691667 0.140351 0.807018 
0.972431 0.142500 0.278195 0.283208 
0.476190 0.125000 0.358396 0.147870 
0.553884 0.288333 0.105263 0.458647 
0.942356 0.112500 0.566416 0.724311 
0.511279 0.140000 0.002506 0.182957 
0.897243 0.716667 0.496241 0.897243 
0.208020 0.055000 0.122807 0.649123 
0.225564 0.995000 0.265664 0.731830 
0.513784 0.684167 0.583960 0.556391 
0.187970 0.152500 0.015038 0.328321 
0.295740 0.420833 0.285714 0.568922 
0.912280 0.077500 0.493734 0.122807 
0.165413 0.564167 0.719298 0.761905 
0.388471 0.037500 0.636591 0.408521 
0.548873 0.897500 0.859649 0.446115 
0.596491 0.857500 0.395990 0.686717 
0.711780 0.473333 0.273183 0.005013 
0.248120 0.609167 0.874687 0.849624 
0.150376 0.746667 0.842105 0.117795 
0.919800 0.355833 0.052632 0.882205 
0.373434 0.774167 0.353383 0.779449 
0.233083 0.576667 0.616541 0.438596 
0.045113 0.293333 0.135338 0.827068 
0.095239 0.935000 0.238095 0.223058 
0.629073 0.681667 0.408521 0.380952 
0.932331 0.205833 0.027569 0.172932 
0.786967 0.526667 0.298246 0.659148 
0.709273 0.173333 0.185464 0.085213 
0.872180 0.875000 0.634085 0.676692 
0.558897 0.920000 0.120301 0.022556 
0.268170 0.686667 0.476190 0.238095 
0.015037 0.418333 0.090226 0.333333 
0.616541 0.917500 0.233083 0.270677 
0.501253 0.273333 1.000000 0.406015 
0.080200 0.308333 0.899749 0.714286 
0.984963 0.483333 0.761905 0.867168 
0.744361 0.463333 0.468672 0.243108 
0.874687 0.860000 0.947368 0.185464 
0.566416 0.328333 0.243108 0.588972 
0.982456 0.962500 0.268170 0.651629 
0.333333 0.731667 0.884712 0.187970 
0.411027 0.847500 0.438597 0.631579 
0.335840 0.368333 0.486216 0.047619 
0.791980 0.243333 0.716792 0.684211 
0.223057 0.761667 0.786967 0.403509 
0.611529 0.586667 0.333333 0.290727 
0.746867 0.669167 0.894737 0.338346 
0.907269 0.546667 0.110276 0.385965 
0.403509 0.980000 0.145363 0.110276 
0.779449 0.850000 0.591479 0.060150 
0.471179 0.345833 0.791980 0.165414 
0.461153 0.544167 0.378446 0.561404 
0.964913 0.263333 0.984962 0.969925 
0.385964 0.764167 0.065163 0.353383 
0.167920 0.584167 0.872180 0.213033 
0.160401 0.724167 0.426065 0.015038 
0.363409 0.348333 0.441103 0.288221 
0.899750 0.060000 0.639098 0.503759 
0.258146 0.235833 0.588972 0.478697 
0.523810 0.097500 0.774436 0.654135 
0.005013 0.829167 0.822055 0.802005 
0.664160 0.699167 0.040100 0.130326 
0.177944 0.375833 0.538847 0.501253 
0.824561 0.213333 0.847118 0.619048 
0.313283 0.937500 0.197995 0.984962 
0.827067 0.789167 0.498747 0.135338 
0.837093 0.498333 0.879699 0.781955 
0.561403 0.080000 0.208020 0.606516 
0.062657 0.270833 0.348371 0.854637 
0.749373 0.704167 0.192982 0.701754 
0.659149 0.353333 0.959900 0.483709 
0.704260 0.258333 0.924812 0.210526 
0.413534 0.170833 0.812030 0.152882 
0.533834 0.915000 0.451128 0.343358 
0.934837 0.521667 0.112782 0.097744 
0.844611 0.621667 0.205514 0.208020 
0.588973 0.370833 0.604010 0.872180 
0.649123 0.814167 0.080200 0.298246 
0.115289 0.509167 0.516291 0.476190 
0.914787 0.220833 0.759398 0.909774 
0.887219 0.178333 0.706767 0.070175 
0.674186 0.358333 0.075188 0.809524 
0.250627 0.238333 0.077694 0.666667 
0.057644 0.015000 0.022556 0.899749 
0.431077 0.275833 0.766917 0.363408 
0.854637 0.032500 0.922306 0.824561 
0.145363 0.067500 0.380952 0.844612 
0.446116 0.440833 0.779449 0.609023 
0.253133 0.122500 0.804511 0.037594 
0.641604 0.689167 0.393484 0.674185 
0.426066 0.435833 0.611529 0.711779 
0.583960 0.323333 0.839599 0.310777 
0.398496 0.885000 0.784461 0.736842 
0.323309 0.721667 0.664160 0.596491 
0.867169 0.786667 0.258145 0.448622 
0.218046 0.927500 0.939850 0.681704 
0.684210 0.223333 0.523810 0.082707 
0.563910 0.443333 0.919799 0.957393 
0.551379 0.343333 0.300752 0.859649 
0.348371 0.972500 0.581454 0.401002 
0.002506 0.626667 0.012531 0.583960 
0.355890 0.511667 0.796992 0.350877 
0.531329 0.536667 0.927318 0.395990 
0.754386 0.614167 0.979950 0.092732 
0.769423 0.072500 0.969925 0.411028 
0.904761 0.960000 0.513784 0.010025 
0.526316 0.208333 0.245614 0.100251 
0.719299 0.656667 0.045113 0.814536 
0.929824 0.955000 0.671679 0.994987 
0.694236 1.000000 0.942356 0.604010 
0.631579 0.460833 0.481203 0.087719 
0.619047 0.726667 0.837093 0.451128 
0.350877 0.922500 0.157895 0.571429 
0.092731 0.674167 0.957393 0.170426 
0.340851 0.942500 0.072682 0.215539 
0.213033 0.835000 0.190476 0.473684 
0.022556 0.203333 0.511278 0.233083 
0.581454 0.465833 0.070175 0.706767 
0.483709 0.531667 0.030075 0.972431 
0.343359 0.824167 0.453634 0.052632 
0.598997 0.458333 0.483709 0.416040 
0.814536 0.330833 0.686717 0.230576 
0.939850 0.739167 0.867168 0.621554 
0.428571 0.160000 0.593985 0.335840 
0.077694 0.052500 0.644110 0.979950 
0.132831 0.378333 0.005013 0.506266 
0.328321 0.711667 0.689223 0.303258 
0.796993 0.130000 0.458647 0.057644 
0.909774 0.045000 0.283208 0.112782 
